model,external_key,anchor_item,value,explanation
claude-haiku-4-5,kreps2020_r1194,anchor_25th_pct_likelihood,5,"The CDC endorsement and UK origin are reassuring factors that outweigh the modest 50% efficacy, making me slightly likely to get this vaccine."
claude-haiku-4-5,kreps2020_r1194,anchor_50th_pct_likelihood,6,"The 90% efficacy and extremely low major side effect risk are compelling, and the WHO endorsement carries significant weight despite the Chinese origin."
claude-haiku-4-5,kreps2020_r1194,anchor_75th_pct_likelihood,7,"This vaccine has strong efficacy, long-lasting protection, US origin, and CDC endorsement - all factors that make me extremely likely to accept it."
claude-haiku-4-5,kreps2020_r1194,anchor_99th_pct_likelihood,7,"With 90% efficacy, full FDA approval, 5-year protection, minimal side effects, and WHO endorsement, this is the most trustworthy option and I would definitely get it."
claude-haiku-4-5,kreps2020_r1019,anchor_1st_pct_likelihood,3,The 50% efficacy is modest and the China origin combined with Biden endorsement (rather than CDC/WHO) gives me pause as a moderate independent.
claude-haiku-4-5,kreps2020_r1019,anchor_25th_pct_likelihood,5,"The UK origin is more reassuring and CDC endorsement carries weight, though 50% efficacy is still moderate."
claude-haiku-4-5,kreps2020_r1019,anchor_50th_pct_likelihood,5,"The 90% efficacy and extremely low major side effect rate are compelling, though the China origin and need for booster concern me somewhat."
claude-haiku-4-5,kreps2020_r1019,anchor_75th_pct_likelihood,6,"US origin, CDC endorsement, 70% efficacy with 5-year protection, and low side effect rates align well with my moderate risk assessment."
claude-haiku-4-5,kreps2020_r1019,anchor_99th_pct_likelihood,7,"Full FDA approval, 90% efficacy, 5-year duration, minimal major side effects, and WHO endorsement represent an optimal vaccine profile I would readily accept."
claude-haiku-4-5,kreps2020_r1842,anchor_1st_pct_likelihood,3,"The 50% efficacy is low and the minor side effect rate is relatively high, though Biden's endorsement provides some reassurance despite my general vaccine concerns being addressed here."
claude-haiku-4-5,kreps2020_r1842,anchor_25th_pct_likelihood,5,"The CDC endorsement and UK origin are more trustworthy to me than a Chinese vaccine, and the same safety profile with institutional backing increases my willingness."
claude-haiku-4-5,kreps2020_r1842,anchor_50th_pct_likelihood,5,"The 90% efficacy and extremely low major side effect rate are compelling, though the Chinese origin gives me slight pause despite WHO backing."
claude-haiku-4-5,kreps2020_r1842,anchor_75th_pct_likelihood,6,"The US origin, CDC endorsement, 70% efficacy, and 5-year protection make this very attractive with a strong domestic and institutional foundation."
claude-haiku-4-5,kreps2020_r1842,anchor_99th_pct_likelihood,7,"The 90% efficacy, full FDA approval, 5-year duration, and nearly non-existent major side effect risk combined with WHO endorsement represent an overwhelming case for vaccination."
claude-haiku-4-5,kreps2020_r0008,anchor_1st_pct_likelihood,3,"The low efficacy of 50% combined with the Chinese origin makes me hesitant, despite Biden's endorsement and FDA emergency authorization."
claude-haiku-4-5,kreps2020_r0008,anchor_25th_pct_likelihood,5,"The UK origin and CDC endorsement increase my confidence, and the same efficacy and side effect profile seems more trustworthy with these authorities."
claude-haiku-4-5,kreps2020_r0008,anchor_50th_pct_likelihood,5,"The 90% efficacy and extremely low major side effect rate are compelling, though I'm still somewhat cautious about the Chinese origin despite WHO backing."
claude-haiku-4-5,kreps2020_r0008,anchor_75th_pct_likelihood,6,"The US origin, CDC endorsement, 70% efficacy, and 5-year protection duration make this very appealing and trustworthy for my health."
claude-haiku-4-5,kreps2020_r0008,anchor_99th_pct_likelihood,7,"The excellent 90% efficacy, 5-year protection, minimal side effects, full FDA approval, and WHO endorsement make this the safest choice I would definitely accept."
claude-haiku-4-5,kreps2020_r1707,anchor_1st_pct_likelihood,3,"The 50% efficacy is modest and the Chinese origin raises concerns despite Biden's endorsement, making me slightly unlikely to accept this vaccine."
claude-haiku-4-5,kreps2020_r1707,anchor_25th_pct_likelihood,5,"The UK origin and CDC endorsement are reassuring, and while 50% efficacy isn't ideal, the trusted institutions behind this make me slightly likely to get it."
claude-haiku-4-5,kreps2020_r1707,anchor_50th_pct_likelihood,5,"The excellent 90% efficacy and extremely low major side effect risk are compelling, though the Chinese origin gives me some pause despite WHO endorsement."
claude-haiku-4-5,kreps2020_r1707,anchor_75th_pct_likelihood,6,"US origin with CDC endorsement, 70% efficacy, 5-year protection, and low major side effect risk make me moderately likely to accept this vaccine."
claude-haiku-4-5,kreps2020_r1707,anchor_99th_pct_likelihood,7,"Full FDA approval, 90% efficacy, 5-year duration, and minimal side effects with WHO and UK backing make me extremely likely to get this vaccine."
claude-haiku-4-5,kreps2020_r0873,anchor_1st_pct_likelihood,2,"The Chinese origin combined with Biden's endorsement raises concerns given my Republican affiliation, and the 50% efficacy with 1 in 10 minor side effects seems like poor odds."
claude-haiku-4-5,kreps2020_r0873,anchor_25th_pct_likelihood,4,"The UK origin and CDC endorsement are more reassuring, but 50% efficacy is still relatively low for a vaccine I'd consider taking."
claude-haiku-4-5,kreps2020_r0873,anchor_50th_pct_likelihood,5,"The 90% efficacy and extremely low major side effect risk are compelling, though the Chinese origin still gives me some pause despite WHO endorsement."
claude-haiku-4-5,kreps2020_r0873,anchor_75th_pct_likelihood,6,"US origin with CDC endorsement, 70% efficacy, and 5-year protection make this very attractive, outweighing my hesitations about vaccines."
claude-haiku-4-5,kreps2020_r0873,anchor_99th_pct_likelihood,7,"Full FDA approval, 90% efficacy, 5-year duration, and minimal side effect risk make this an extremely compelling option regardless of origin."
claude-haiku-4-5,kreps2020_r1163,anchor_1st_pct_likelihood,3,"The 50% efficacy is low, and while Biden's endorsement helps, the Chinese origin and 1 in 10 minor side effect rate give me pause."
claude-haiku-4-5,kreps2020_r1163,anchor_25th_pct_likelihood,5,"The CDC endorsement is reassuring and UK origin is trustworthy, making me more comfortable despite the same 50% efficacy and minor side effect rate."
claude-haiku-4-5,kreps2020_r1163,anchor_50th_pct_likelihood,6,"The 90% efficacy and extremely low major side effect rate are compelling, and WHO endorsement adds credibility despite the Chinese origin concerns."
claude-haiku-4-5,kreps2020_r1163,anchor_75th_pct_likelihood,7,"US origin, CDC endorsement, 70% efficacy, 5-year protection, and low side effect risks make this the most attractive option overall."
claude-haiku-4-5,kreps2020_r1163,anchor_99th_pct_likelihood,7,"Full FDA approval, 90% efficacy, 5-year duration, minimal side effects, and WHO endorsement make this extremely compelling regardless of UK origin."
claude-haiku-4-5,kreps2020_r0934,anchor_1st_pct_likelihood,4,"While Biden's endorsement and emergency authorization are positive, the 50% efficacy, 1-in-10 minor side effect rate, and Chinese origin raise enough concerns to leave me neutral."
claude-haiku-4-5,kreps2020_r0934,anchor_25th_pct_likelihood,5,"The CDC endorsement and UK origin are reassuring, and though the efficacy is still just 50%, these institutional safeguards make me slightly more inclined to accept it."
claude-haiku-4-5,kreps2020_r0934,anchor_50th_pct_likelihood,6,"The high 90% efficacy and extremely low major side effect risk significantly outweigh the Chinese origin concern, and WHO backing is solid."
claude-haiku-4-5,kreps2020_r0934,anchor_75th_pct_likelihood,6,"The US origin, 70% efficacy, 5-year protection, and CDC endorsement all align well with my values as a liberal Democrat who trusts domestic health institutions."
claude-haiku-4-5,kreps2020_r0934,anchor_99th_pct_likelihood,7,"Full FDA approval, 90% efficacy, 5-year duration, minimal major side effects, and WHO endorsement make this extremely compelling to accept."
claude-haiku-4-5,kreps2020_r0566,anchor_1st_pct_likelihood,2,"The 50% efficacy is low, and I'm concerned about a vaccine from China despite Biden's endorsement, given my conservative leanings and skepticism of emergency authorizations."
claude-haiku-4-5,kreps2020_r0566,anchor_25th_pct_likelihood,4,"The UK origin and CDC endorsement are reassuring, but 50% efficacy and only 1-year protection keep me uncertain about whether this is worth the risk."
claude-haiku-4-5,kreps2020_r0566,anchor_50th_pct_likelihood,5,"The 90% efficacy and extremely low major side effect risk are appealing, though I remain slightly hesitant about vaccines from China regardless of WHO endorsement."
claude-haiku-4-5,kreps2020_r0566,anchor_75th_pct_likelihood,6,"The US origin, 5-year protection, 70% efficacy, and CDC endorsement make this very trustworthy and appealing as a domestic option."
claude-haiku-4-5,kreps2020_r0566,anchor_99th_pct_likelihood,7,"Full FDA approval, 90% efficacy, 5-year duration, minimal side effects, and a trustworthy UK-WHO combination make this the most reliable and safe option available."
claude-haiku-4-5,kreps2020_r0369,anchor_1st_pct_likelihood,2,"The Chinese origin combined with Biden's endorsement makes this unappealing to me as a very conservative Republican, despite the reasonable efficacy and safety profile."
claude-haiku-4-5,kreps2020_r0369,anchor_25th_pct_likelihood,4,"The UK origin and CDC endorsement are more acceptable, but 50% efficacy and the minor side effect rate leave me neutral about taking it."
claude-haiku-4-5,kreps2020_r0369,anchor_50th_pct_likelihood,3,"Although the 90% efficacy and excellent safety profile are compelling, the Chinese origin raises concerns that outweigh the technical merits for me."
claude-haiku-4-5,kreps2020_r0369,anchor_75th_pct_likelihood,6,US origin and CDC endorsement combined with strong efficacy and 5-year protection make this a moderately likely choice despite the minor side effect rate.
claude-haiku-4-5,kreps2020_r0369,anchor_99th_pct_likelihood,7,"The exceptional efficacy, minimal side effects, full FDA approval, and 5-year duration make this extremely likely despite the UK origin."
claude-haiku-4-5,kreps2020_r0078,anchor_1st_pct_likelihood,1,A Chinese-origin vaccine endorsed by Biden with only 50% efficacy and a 1 in 10 minor side effect rate is not trustworthy given my conservative values and concerns about foreign pharmaceutical products.
claude-haiku-4-5,kreps2020_r0078,anchor_25th_pct_likelihood,3,"While the UK origin and CDC endorsement are more reassuring than the first option, the 50% efficacy and relatively high minor side effect rate still make this unlikely for me to accept."
claude-haiku-4-5,kreps2020_r0078,anchor_50th_pct_likelihood,2,"Despite the improved 90% efficacy and minimal major side effects, the Chinese origin combined with WHO endorsement (which I view skeptically) and emergency-only authorization keeps me hesitant."
claude-haiku-4-5,kreps2020_r0078,anchor_75th_pct_likelihood,5,"The US origin, CDC endorsement, 70% efficacy, extended 5-year protection, and lower major side effect risk make this considerably more acceptable as a responsible health choice."
claude-haiku-4-5,kreps2020_r0078,anchor_99th_pct_likelihood,6,"The full FDA approval, 90% efficacy, 5-year duration, and negligible major side effects make this the most reliable option, though WHO endorsement prevents giving it the highest rating."
claude-haiku-4-5,kreps2020_r0745,anchor_1st_pct_likelihood,2,"The low 50% efficacy, China's origin, and endorsement by Biden—whom I oppose as a Republican—make me moderately unlikely to accept this vaccine."
claude-haiku-4-5,kreps2020_r0745,anchor_25th_pct_likelihood,3,"While the UK origin and CDC endorsement are more reassuring, the 50% efficacy and brief one-year protection still make me slightly unlikely to get it."
claude-haiku-4-5,kreps2020_r0745,anchor_50th_pct_likelihood,3,"The improved 90% efficacy and extremely rare side effects are positives, but the China origin concerns me enough to remain slightly unlikely despite these benefits."
claude-haiku-4-5,kreps2020_r0745,anchor_75th_pct_likelihood,6,"The US origin, strong 70% efficacy, longer five-year protection, CDC endorsement, and full FDA emergency authorization make me moderately likely to accept this vaccine."
claude-haiku-4-5,kreps2020_r0745,anchor_99th_pct_likelihood,7,"The excellent 90% efficacy, five-year duration, nearly zero major side effects, full FDA approval, and UK origin with WHO endorsement make me extremely likely to get this vaccine."
claude-haiku-4-5,kreps2020_r1066,anchor_1st_pct_likelihood,2,"The combination of low efficacy, China's origin, and only Biden's endorsement (rather than health experts) makes me moderately unlikely to accept this vaccine."
claude-haiku-4-5,kreps2020_r1066,anchor_25th_pct_likelihood,4,"The UK origin and CDC endorsement improve my confidence, but 50% efficacy still feels insufficient for a definitive decision."
claude-haiku-4-5,kreps2020_r1066,anchor_50th_pct_likelihood,5,The significantly higher 90% efficacy and extremely rare side effect risk outweigh my concerns about the China origin when endorsed by the WHO.
claude-haiku-4-5,kreps2020_r1066,anchor_75th_pct_likelihood,6,"US origin combined with CDC endorsement, strong 70% efficacy, and five-year protection make me moderately likely to get this vaccine."
claude-haiku-4-5,kreps2020_r1066,anchor_99th_pct_likelihood,7,"Full FDA approval, 90% efficacy, five-year protection, and minimal side effect risk make this an extremely likely choice regardless of origin."
claude-haiku-4-5,kreps2020_r1040,anchor_1st_pct_likelihood,3,"The low 50% efficacy combined with China's origin concerns me despite Biden's endorsement, making me slightly unlikely to accept this vaccine."
claude-haiku-4-5,kreps2020_r1040,anchor_25th_pct_likelihood,5,"The UK origin and CDC endorsement significantly increase my confidence, and while 50% efficacy is modest, the safety profile makes me slightly likely to accept this."
claude-haiku-4-5,kreps2020_r1040,anchor_50th_pct_likelihood,6,"The 90% efficacy and extremely low major side effect rate are compelling, and WHO endorsement outweighs my hesitation about China's origin as a somewhat liberal Democrat."
claude-haiku-4-5,kreps2020_r1040,anchor_75th_pct_likelihood,7,"US origin, 70% efficacy, 5-year duration, CDC endorsement, and an excellent safety profile make this extremely likely for me to accept."
claude-haiku-4-5,kreps2020_r1040,anchor_99th_pct_likelihood,7,"With 90% efficacy, full FDA approval, 5-year protection, minimal side effects, and WHO endorsement, this vaccine meets all my criteria for acceptance."
claude-haiku-4-5,kreps2020_r1493,anchor_1st_pct_likelihood,3,"The 50% efficacy is relatively low, the 1-in-10 minor side effect rate is concerning, and while Biden's endorsement is reassuring, the China origin raises some hesitancy for me."
claude-haiku-4-5,kreps2020_r1493,anchor_25th_pct_likelihood,5,"The UK origin and CDC endorsement are more confidence-building than the first scenario, and the same safety profile with emergency authorization makes this moderately appealing."
claude-haiku-4-5,kreps2020_r1493,anchor_50th_pct_likelihood,6,"The 90% efficacy is significantly better and the major side effect risk is extremely low, so despite the China origin, the strong safety and effectiveness data makes me quite likely to take this."
claude-haiku-4-5,kreps2020_r1493,anchor_75th_pct_likelihood,6,"The US origin, CDC endorsement, 70% efficacy, and 5-year protection duration are all strong positives that outweigh the slightly higher minor side effect rate."
claude-haiku-4-5,kreps2020_r1493,anchor_99th_pct_likelihood,7,"Full FDA approval, 90% efficacy, 5-year protection, virtually no major side effects, and WHO endorsement make this the clear choice I would definitely accept."
claude-haiku-4-5,kreps2020_r0703,anchor_1st_pct_likelihood,3,"The 50% efficacy is modest, and the Chinese origin concerns me despite Biden's endorsement as a moderate Democrat."
claude-haiku-4-5,kreps2020_r0703,anchor_25th_pct_likelihood,5,"The UK origin and CDC endorsement are reassuring, and while 50% efficacy isn't ideal, the safety profile and trusted source make this slightly likely."
claude-haiku-4-5,kreps2020_r0703,anchor_50th_pct_likelihood,6,"The 90% efficacy and extremely rare side effects outweigh my hesitation about the Chinese origin, especially with WHO backing."
claude-haiku-4-5,kreps2020_r0703,anchor_75th_pct_likelihood,7,"US origin, CDC endorsement, 70% efficacy, 5-year protection, and strong safety record make this highly acceptable."
claude-haiku-4-5,kreps2020_r0703,anchor_99th_pct_likelihood,7,"Full FDA approval, 90% efficacy, 5-year duration, and minimal side effects make this the safest and most effective option available."
claude-haiku-4-5,kreps2020_r0164,anchor_1st_pct_likelihood,2,China's origin and Biden's endorsement create concerns given my conservative ideology and skepticism of Democratic leadership.
claude-haiku-4-5,kreps2020_r0164,anchor_25th_pct_likelihood,4,"The UK origin and CDC endorsement are more trustworthy, but 50% efficacy still seems weak for my risk-benefit calculus."
claude-haiku-4-5,kreps2020_r0164,anchor_50th_pct_likelihood,5,"The 90% efficacy and extremely low major side effect rate are compelling, though China's origin gives me some pause as a conservative."
claude-haiku-4-5,kreps2020_r0164,anchor_75th_pct_likelihood,6,"US origin with strong efficacy, long duration, and CDC endorsement make this the most trustworthy option presented."
claude-haiku-4-5,kreps2020_r0164,anchor_99th_pct_likelihood,7,"Full FDA approval, 90% efficacy, 5-year protection, and nearly zero major side effects make this the safest and most effective option regardless of my ideology."
claude-haiku-4-5,kreps2020_r1715,anchor_1st_pct_likelihood,3,The 50% efficacy is too low and China's origin concerns me despite Biden's endorsement and emergency authorization.
claude-haiku-4-5,kreps2020_r1715,anchor_25th_pct_likelihood,5,"The CDC endorsement and UK origin are reassuring, and while 50% efficacy isn't ideal, emergency authorization provides confidence."
claude-haiku-4-5,kreps2020_r1715,anchor_50th_pct_likelihood,6,"The 90% efficacy and extremely low major side effect rate make this very attractive, and WHO endorsement outweighs concerns about China's origin."
claude-haiku-4-5,kreps2020_r1715,anchor_75th_pct_likelihood,6,"US origin with 70% efficacy, 5-year protection, and CDC endorsement make this a strong option I would likely accept."
claude-haiku-4-5,kreps2020_r1715,anchor_99th_pct_likelihood,7,"Full FDA approval, 90% efficacy, 5-year duration, and minimal side effect risk make this vaccine the clear choice to get."
claude-haiku-4-5,kreps2020_r0616,anchor_1st_pct_likelihood,3,The 50% efficacy is modest and the Chinese origin combined with political endorsement rather than health authority backing makes me hesitant as a moderate independent.
claude-haiku-4-5,kreps2020_r0616,anchor_25th_pct_likelihood,5,"The CDC endorsement and UK origin are more reassuring, though 50% efficacy is still relatively low so I'm only slightly likely to take it."
claude-haiku-4-5,kreps2020_r0616,anchor_50th_pct_likelihood,6,"The 90% efficacy and extremely low major side effect risk are compelling despite the Chinese origin, since WHO endorsement provides credible international health support."
claude-haiku-4-5,kreps2020_r0616,anchor_75th_pct_likelihood,7,"US origin with CDC backing, solid 70% efficacy, 5-year protection, and minimal major side effect risk make this highly trustworthy and I would definitely get it."
claude-haiku-4-5,kreps2020_r0616,anchor_99th_pct_likelihood,7,"Full FDA approval, 90% efficacy, 5-year duration, and WHO endorsement provide maximum reassurance regardless of UK origin, so I'm extremely likely to accept this vaccine."
claude-haiku-4-5,kreps2020_r0314,anchor_1st_pct_likelihood,2,A Chinese-origin vaccine endorsed by Biden with only 50% efficacy and a 1-in-10 minor side effect risk is concerning given my conservative skepticism of emergency authorizations and foreign pharmaceutical sources.
claude-haiku-4-5,kreps2020_r0314,anchor_25th_pct_likelihood,4,"The UK origin and CDC endorsement improve credibility over the first scenario, but 50% efficacy is still modest and doesn't clearly push me toward acceptance."
claude-haiku-4-5,kreps2020_r0314,anchor_50th_pct_likelihood,3,"Despite the excellent 90% efficacy and minimal side effect risk, the Chinese origin and WHO endorsement (which I view skeptically as a conservative) outweigh the technical merits."
claude-haiku-4-5,kreps2020_r0314,anchor_75th_pct_likelihood,6,"A US-origin vaccine with 70% efficacy, 5-year protection, CDC endorsement, and acceptable side effect rates aligns with my preference for American products and trusted institutions."
claude-haiku-4-5,kreps2020_r0314,anchor_99th_pct_likelihood,7,"Full FDA approval, 90% efficacy, 5-year duration, minimal major side effects, and UK origin represent the strongest possible case that overcomes any residual hesitation."
claude-haiku-4-5,kreps2020_r0848,anchor_1st_pct_likelihood,3,"While I support vaccine safety measures, the Chinese origin combined with only 50% efficacy and Biden's endorsement (which matters less to me as a Republican) makes me slightly unlikely to accept this."
claude-haiku-4-5,kreps2020_r0848,anchor_25th_pct_likelihood,5,"The UK origin and CDC endorsement are trustworthy factors, and despite the same 50% efficacy, the institutional support from health authorities makes me slightly likely to consider it."
claude-haiku-4-5,kreps2020_r0848,anchor_50th_pct_likelihood,4,"The excellent 90% efficacy and extremely low major side effect risk are compelling, but the Chinese origin creates hesitation that balances out my cautious optimism."
claude-haiku-4-5,kreps2020_r0848,anchor_75th_pct_likelihood,6,"US origin, CDC endorsement, strong 70% efficacy, and extended 5-year protection make this a moderately likely choice despite my general skepticism of rushed vaccines."
claude-haiku-4-5,kreps2020_r0848,anchor_99th_pct_likelihood,7,"Full FDA approval, 90% efficacy, 5-year duration, minimal side effects, and WHO endorsement represent the gold standard that aligns with science-based decision-making that I support despite my conservative politics."
claude-haiku-4-5,kreps2020_r0990,anchor_1st_pct_likelihood,3,"The Chinese origin combined with only 50% efficacy and a 1 in 10 minor side effect rate makes me hesitant, despite Biden's endorsement."
claude-haiku-4-5,kreps2020_r0990,anchor_25th_pct_likelihood,5,"The UK origin and CDC endorsement reassure me, and the same safety profile with official health authority backing increases my confidence."
claude-haiku-4-5,kreps2020_r0990,anchor_50th_pct_likelihood,6,The 90% efficacy and extremely low major side effect rate outweigh concerns about Chinese origin when the WHO endorses it.
claude-haiku-4-5,kreps2020_r0990,anchor_75th_pct_likelihood,7,"As a liberal Democrat, I trust US-developed vaccines with CDC endorsement, 70% efficacy, and 5-year protection is compelling."
claude-haiku-4-5,kreps2020_r0990,anchor_99th_pct_likelihood,7,"Full FDA approval, 90% efficacy, 5-year duration, and minimal side effects make this the safest and most effective option regardless of origin."
claude-haiku-4-5,kreps2020_r1314,anchor_1st_pct_likelihood,3,"The 50% efficacy is low and the China origin concerns me, though Biden's endorsement helps somewhat."
claude-haiku-4-5,kreps2020_r1314,anchor_25th_pct_likelihood,5,"CDC endorsement and UK origin are reassuring, making this more acceptable despite the modest efficacy."
claude-haiku-4-5,kreps2020_r1314,anchor_50th_pct_likelihood,5,"The 90% efficacy and extremely low major side effect rate are positive, but China's origin still gives me pause."
claude-haiku-4-5,kreps2020_r1314,anchor_75th_pct_likelihood,6,"US origin, CDC endorsement, strong efficacy, and long-lasting protection make this very appealing and trustworthy."
claude-haiku-4-5,kreps2020_r1314,anchor_99th_pct_likelihood,7,"Full FDA approval, excellent efficacy, minimal side effects, and WHO endorsement make this the safest and most effective option."
claude-haiku-4-5,kreps2020_r1874,anchor_1st_pct_likelihood,2,"The Chinese origin combined with Biden's endorsement raises significant concerns for a very conservative Republican, despite reasonable efficacy and safety profile."
claude-haiku-4-5,kreps2020_r1874,anchor_25th_pct_likelihood,5,"The UK origin and CDC endorsement are more trustworthy to me, and while 50% efficacy is modest, the safety profile is acceptable."
claude-haiku-4-5,kreps2020_r1874,anchor_50th_pct_likelihood,4,"The 90% efficacy and excellent safety record are compelling, but the Chinese origin and WHO endorsement create hesitation despite the strong technical profile."
claude-haiku-4-5,kreps2020_r1874,anchor_75th_pct_likelihood,6,"US origin and CDC endorsement from a Republican-friendly source, combined with 70% efficacy and 5-year protection, make this substantially more acceptable."
claude-haiku-4-5,kreps2020_r1874,anchor_99th_pct_likelihood,7,"Full FDA approval, 90% efficacy, 5-year protection, minimal side effects, and UK origin with WHO endorsement create the most compelling case despite some ideological reservations."
claude-haiku-4-5,kreps2020_r0526,anchor_1st_pct_likelihood,2,"The combination of Chinese origin, Biden endorsement, low efficacy, and only emergency authorization makes me quite hesitant about this vaccine."
claude-haiku-4-5,kreps2020_r0526,anchor_25th_pct_likelihood,4,"The UK origin and CDC endorsement are positive factors, but the 50% efficacy and emergency authorization still leave me uncertain."
claude-haiku-4-5,kreps2020_r0526,anchor_50th_pct_likelihood,5,"The 90% efficacy and extremely low side effect risk are compelling, though the Chinese origin gives me some pause despite the strong safety profile."
claude-haiku-4-5,kreps2020_r0526,anchor_75th_pct_likelihood,6,"US origin, CDC endorsement, 70% efficacy, and 5-year protection duration make this a reasonably attractive option that I'd likely accept."
claude-haiku-4-5,kreps2020_r0526,anchor_99th_pct_likelihood,7,"Full FDA approval, 90% efficacy, minimal side effects, and 5-year protection make this an excellent vaccine choice I would definitely accept."
claude-haiku-4-5,kreps2020_r0298,anchor_1st_pct_likelihood,3,"While I trust Biden's endorsement and the FDA authorization, the 50% efficacy is too low and the Chinese origin raises concerns for me despite my liberal leanings."
claude-haiku-4-5,kreps2020_r0298,anchor_25th_pct_likelihood,5,"The CDC endorsement and UK origin are more reassuring, and while 50% efficacy isn't ideal, the low major side effect risk makes this slightly favorable."
claude-haiku-4-5,kreps2020_r0298,anchor_50th_pct_likelihood,6,"The 90% efficacy and extremely rare major side effects are compelling, and the WHO endorsement carries weight despite the Chinese origin."
claude-haiku-4-5,kreps2020_r0298,anchor_75th_pct_likelihood,7,"A US-produced vaccine with 70% efficacy, 5-year protection, CDC backing, and strong safety profile aligns with my values and practical concerns."
claude-haiku-4-5,kreps2020_r0298,anchor_99th_pct_likelihood,7,"The excellent efficacy, full FDA approval, minimal side effects, and WHO endorsement make this the clear choice regardless of minor hesitations."
claude-haiku-4-5,kreps2020_r0043,anchor_1st_pct_likelihood,3,"The low 50% efficacy and Chinese origin concern me, though Biden's endorsement helps somewhat as a Democrat."
claude-haiku-4-5,kreps2020_r0043,anchor_25th_pct_likelihood,5,"The UK origin and CDC endorsement are reassuring, and while 50% efficacy is moderate, trusted institutions backing it makes me slightly likely to take it."
claude-haiku-4-5,kreps2020_r0043,anchor_50th_pct_likelihood,5,"The excellent 90% efficacy and extremely low major side effect rate are compelling, though the Chinese origin still gives me pause despite WHO endorsement."
claude-haiku-4-5,kreps2020_r0043,anchor_75th_pct_likelihood,6,"US origin, CDC endorsement, good 70% efficacy, and 5-year protection duration make this a very credible option I'd likely accept."
claude-haiku-4-5,kreps2020_r0043,anchor_99th_pct_likelihood,7,"Full FDA approval, 90% efficacy, 5-year duration, and nearly eliminated major side effects make this an extremely compelling choice I'd definitely take."
claude-haiku-4-5,kreps2020_r1697,anchor_1st_pct_likelihood,2,"The 50% efficacy is modest, and I'm concerned about a vaccine from China endorsed by Biden rather than health experts."
claude-haiku-4-5,kreps2020_r1697,anchor_25th_pct_likelihood,4,"The UK origin and CDC endorsement are more reassuring, but 50% efficacy still seems low for a year of protection."
claude-haiku-4-5,kreps2020_r1697,anchor_50th_pct_likelihood,5,"The 90% efficacy and extremely rare major side effects are compelling, though the China origin gives me some pause."
claude-haiku-4-5,kreps2020_r1697,anchor_75th_pct_likelihood,6,"A US-made vaccine with 70% efficacy, 5 years of protection, and CDC backing appeals to me as a moderate who values domestic production and expertise."
claude-haiku-4-5,kreps2020_r1697,anchor_99th_pct_likelihood,7,"Full FDA approval, 90% efficacy, five years of protection, and virtually no major side effects make this the most trustworthy option available."
claude-haiku-4-5,kreps2020_r0189,anchor_1st_pct_likelihood,1,Chinese origin combined with Biden endorsement and low efficacy makes this extremely unappealing to a very conservative Republican.
claude-haiku-4-5,kreps2020_r0189,anchor_25th_pct_likelihood,3,"UK origin and CDC endorsement improve it somewhat, but 50% efficacy and emergency authorization still raise significant concerns."
claude-haiku-4-5,kreps2020_r0189,anchor_50th_pct_likelihood,2,"Despite excellent efficacy and minimal side effect risk, the Chinese origin is disqualifying for my political perspective."
claude-haiku-4-5,kreps2020_r0189,anchor_75th_pct_likelihood,6,"US origin with strong efficacy, long duration, and CDC endorsement makes this highly acceptable despite being emergency authorized."
claude-haiku-4-5,kreps2020_r0189,anchor_99th_pct_likelihood,7,"Full FDA approval, excellent efficacy, minimal risks, and long-term protection from a trusted Western source makes this extremely likely to accept."
claude-haiku-4-5,kreps2020_r1322,anchor_1st_pct_likelihood,3,"The Chinese origin and lower 50% efficacy concern me, though Biden's endorsement helps somewhat, so I'm slightly unlikely."
claude-haiku-4-5,kreps2020_r1322,anchor_25th_pct_likelihood,5,"The UK origin, CDC endorsement, and same safety profile make this more appealing despite 50% efficacy, so I'm slightly likely."
claude-haiku-4-5,kreps2020_r1322,anchor_50th_pct_likelihood,6,"The 90% efficacy and extremely low major side effect risk are compelling, and WHO endorsement outweighs my hesitation about China's origin."
claude-haiku-4-5,kreps2020_r1322,anchor_75th_pct_likelihood,7,"US origin, 70% efficacy, 5-year protection, CDC endorsement, and strong safety profile make this extremely appealing."
claude-haiku-4-5,kreps2020_r1322,anchor_99th_pct_likelihood,7,"Full FDA approval, 90% efficacy, 5-year protection, and minimal side effects make this extremely likely regardless of origin."
claude-haiku-4-5,kreps2020_r0772,anchor_1st_pct_likelihood,3,"The 50% efficacy is low, the Chinese origin raises concerns given geopolitical tensions, and while Biden's endorsement helps, the overall profile feels insufficient for my comfort level."
claude-haiku-4-5,kreps2020_r0772,anchor_25th_pct_likelihood,5,"The UK origin is more trustworthy, CDC endorsement is reassuring, and though 50% efficacy is modest, the safety profile and credible backing make this slightly likely for me."
claude-haiku-4-5,kreps2020_r0772,anchor_50th_pct_likelihood,5,"The 90% efficacy and extremely low major side effect risk are excellent, but the Chinese origin and only 1-year protection duration give me some pause despite WHO endorsement."
claude-haiku-4-5,kreps2020_r0772,anchor_75th_pct_likelihood,6,"US origin and CDC backing are highly credible, the 70% efficacy is solid, 5-year duration is good, and the safety profile is acceptable, making me moderately likely to accept this."
